Tools,Port 2: NDI 8700340  s/n:34802401,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93853,1,OK,0.7994383,-0.0743467,-0.5864475,0.1070061,-25.461,-103.522,-1179.852,0.356211,4,OK,-25.216,-103.548,-1180.204,OK,-72.994,-103.701,-1164.393,OK,-123.026,-80.186,-1155.879,OK,-152.375,-128.544,-1133.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93856,1,OK,0.7985273,-0.0679562,-0.5865246,0.117154,-25.42,-106.938,-1179.604,0.3551713,4,OK,-25.165,-106.959,-1179.953,OK,-72.909,-108.227,-1164.074,OK,-123.482,-85.895,-1155.503,OK,-151.627,-134.907,-1132.604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93859,1,OK,0.7961194,-0.056923,-0.5889139,0.1270202,-25.551,-111.754,-1180.038,0.353711,4,OK,-25.294,-111.761,-1180.384,OK,-73.014,-114.547,-1164.66,OK,-124.249,-93.77,-1156.082,OK,-151.009,-143.746,-1133.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93862,1,OK,0.792423,-0.0397338,-0.5930593,0.1369952,-25.628,-118.151,-1181.011,0.3561009,4,OK,-25.372,-118.144,-1181.358,OK,-73.028,-122.972,-1165.948,OK,-125.061,-104.284,-1157.333,OK,-150.027,-155.569,-1135.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93865,1,OK,0.7884129,-0.0239243,-0.5967759,0.1472792,-25.467,-124.308,-1182.037,0.359976,4,OK,-25.206,-124.284,-1182.386,OK,-72.737,-131.057,-1167.309,OK,-125.46,-114.392,-1158.748,OK,-148.662,-166.848,-1138.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93868,1,OK,0.7832507,-0.0121446,-0.6004208,0.1608284,-25.234,-129.908,-1183.266,0.3706456,4,OK,-24.976,-129.869,-1183.623,OK,-72.321,-138.451,-1168.918,OK,-125.697,-123.799,-1160.734,OK,-147.114,-177.133,-1140.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93871,1,OK,0.7776945,0.0010348,-0.6056397,0.1684957,-25.103,-135.034,-1185.137,0.3762161,4,OK,-24.851,-134.988,-1185.497,OK,-72.056,-145.15,-1171.385,OK,-125.923,-132.203,-1163.602,OK,-145.956,-186.421,-1144.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93874,1,OK,0.7718439,0.0119155,-0.6125085,0.1701424,-25.365,-138.553,-1187.649,0.3732873,4,OK,-25.116,-138.501,-1188.003,OK,-72.312,-149.73,-1174.743,OK,-126.516,-137.871,-1167.507,OK,-145.833,-192.756,-1149.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93877,1,OK,0.7636575,0.0198196,-0.6220062,0.1718799,-26.074,-141.424,-1191.349,0.3844539,4,OK,-25.82,-141.362,-1191.709,OK,-73.115,-153.467,-1179.615,OK,-127.64,-142.516,-1173.448,OK,-146.531,-197.919,-1156.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93880,1,OK,0.7520944,0.0248603,-0.63493,0.1749279,-27.169,-143.948,-1196.421,0.3970253,4,OK,-26.923,-143.881,-1196.789,OK,-74.382,-156.762,-1186.295,OK,-129.219,-146.651,-1181.856,OK,-147.865,-202.465,-1165.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93883,1,OK,0.7384026,0.0298885,-0.6503834,0.1756978,-28.442,-146.192,-1202.631,0.3819878,4,OK,-28.2,-146.127,-1202.973,OK,-75.865,-159.659,-1194.535,OK,-130.928,-150.241,-1192.086,OK,-149.523,-206.456,-1177.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93886,1,OK,0.7246137,0.0331509,-0.6658418,0.1746158,-29.66,-147.657,-1208.978,0.3795064,4,OK,-29.421,-147.583,-1209.305,OK,-77.246,-161.523,-1202.942,OK,-132.452,-152.491,-1202.546,OK,-151.236,-208.995,-1189.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93889,1,OK,0.7137578,0.0363913,-0.6784013,0.1702857,-30.621,-148.232,-1214.182,0.3674675,4,OK,-30.386,-148.156,-1214.487,OK,-78.345,-162.223,-1209.874,OK,-133.55,-153.236,-1211.038,OK,-152.674,-209.966,-1199.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93892,1,OK,0.7062305,0.0317257,-0.6866126,0.1696913,-31.477,-147.366,-1217.712,0.3654331,4,OK,-31.226,-147.281,-1218.001,OK,-79.375,-161.096,-1214.515,OK,-134.451,-151.844,-1216.966,OK,-154.183,-208.426,-1205.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93895,1,OK,0.7003708,0.0226791,-0.6928332,0.1701424,-32.341,-145.571,-1220.27,0.361332,4,OK,-32.084,-145.496,-1220.551,OK,-80.435,-158.779,-1217.888,OK,-135.354,-149.006,-1221.532,OK,-155.878,-205.25,-1210.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93898,1,OK,0.6937982,0.0107091,-0.7000982,0.1684987,-33.466,-142.732,-1223.532,0.3358552,4,OK,-33.215,-142.657,-1223.777,OK,-81.81,-155.11,-1222.179,OK,-136.458,-144.441,-1227.151,OK,-158.218,-200.197,-1215.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93901,1,OK,0.6831777,-0.0021143,-0.7113625,0.1650063,-34.729,-139.567,-1228.529,0.3268071,4,OK,-34.452,-139.494,-1228.747,OK,-83.351,-151,-1228.786,OK,-137.542,-139.331,-1235.708,OK,-160.785,-194.528,-1224.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93904,1,OK,0.6720502,-0.0127378,-0.7236431,0.1566111,-35.853,-136.017,-1234.05,0.3221941,4,OK,-35.573,-135.957,-1234.257,OK,-84.663,-146.332,-1236.084,OK,-138.325,-133.413,-1244.943,OK,-163.192,-188.084,-1234.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93907,1,OK,0.6646661,-0.027018,-0.7317419,0.148468,-36.798,-131.439,-1238.016,0.3273461,4,OK,-36.524,-131.381,-1238.223,OK,-85.804,-140.35,-1241.276,OK,-138.823,-125.933,-1251.611,OK,-165.555,-179.782,-1241.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93910,1,OK,0.659662,-0.0453316,-0.7369209,0.1404943,-37.626,-125.798,-1240.858,0.320887,4,OK,-37.34,-125.754,-1241.049,OK,-86.854,-132.996,-1245.032,OK,-139.098,-116.83,-1256.576,OK,-167.932,-169.579,-1246.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93913,1,OK,0.656375,-0.0683881,-0.7391642,0.1346526,-38.243,-119.402,-1242.921,0.3092609,4,OK,-37.96,-119.363,-1243.092,OK,-87.652,-124.707,-1247.723,OK,-139.013,-106.684,-1260.361,OK,-170.142,-158.001,-1249.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93916,1,OK,0.653506,-0.0866849,-0.7409753,0.1279498,-38.559,-113.892,-1244.603,0.3235135,4,OK,-38.259,-113.864,-1244.777,OK,-88.062,-117.535,-1249.948,OK,-138.604,-97.945,-1263.495,OK,-171.645,-147.973,-1252.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93919,1,OK,0.6522522,-0.102326,-0.7412686,0.1209017,-38.658,-108.821,-1245.657,0.327614,4,OK,-38.357,-108.802,-1245.834,OK,-88.209,-110.934,-1251.336,OK,-137.997,-89.882,-1265.47,OK,-172.712,-138.705,-1254.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93922,1,OK,0.6549561,-0.1177691,-0.7377031,0.1138292,-38.615,-103.513,-1245.095,0.3216279,4,OK,-38.311,-103.501,-1245.248,OK,-88.233,-104.014,-1250.638,OK,-137.316,-81.464,-1264.752,OK,-173.645,-128.973,-1252.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93925,1,OK,0.6606872,-0.1372834,-0.7297079,0.110327,-38.354,-97.74,-1243.109,0.3115966,4,OK,-38.074,-97.744,-1243.276,OK,-88.034,-96.539,-1247.966,OK,-136.446,-72.479,-1261.922,OK,-174.297,-118.388,-1248.526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93928,1,OK,0.6673875,-0.1540991,-0.7206612,0.1072138,-37.91,-92.58,-1240.854,0.2748431,4,OK,-37.639,-92.591,-1240.96,OK,-87.618,-89.843,-1245.009,OK,-135.434,-64.453,-1258.438,OK,-174.513,-108.851,-1243.577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93931,1,OK,0.6750717,-0.16826,-0.7104642,0.1058653,-37.359,-88.266,-1237.696,0.2664071,4,OK,-37.1,-88.288,-1237.795,OK,-87.039,-84.253,-1240.869,OK,-134.457,-57.783,-1253.705,OK,-174.375,-100.866,-1237.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93934,1,OK,0.6821893,-0.1767472,-0.7018106,0.1041159,-36.827,-85.268,-1234.894,0.2682858,4,OK,-36.581,-85.3,-1235.009,OK,-86.469,-80.335,-1237.123,OK,-133.621,-53.083,-1249.291,OK,-174.024,-95.278,-1231.708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93937,1,OK,0.6917076,-0.1821494,-0.6915901,0.1003261,-36.123,-82.395,-1230.986,0.2727198,4,OK,-35.892,-82.435,-1231.123,OK,-85.697,-76.547,-1231.958,OK,-132.64,-48.443,-1243.017,OK,-173.357,-89.886,-1224.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93940,1,OK,0.7032078,-0.1910564,-0.6774067,0.1005801,-35.095,-79.181,-1225.94,0.2634688,4,OK,-34.868,-79.228,-1226.077,OK,-84.557,-72.38,-1225.316,OK,-131.297,-43.465,-1235.106,OK,-172.134,-83.908,-1214.629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93943,1,OK,0.7147412,-0.1984076,-0.6628527,0.1020082,-33.937,-76.547,-1220.964,0.2505178,4,OK,-33.715,-76.601,-1221.098,OK,-83.25,-68.951,-1218.695,OK,-129.828,-39.375,-1227.15,OK,-170.538,-78.968,-1204.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93946,1,OK,0.7253712,-0.204613,-0.648536,0.1066355,-32.741,-74.721,-1215.958,0.2584659,4,OK,-32.536,-74.789,-1216.114,OK,-81.855,-66.605,-1212.039,OK,-128.45,-36.707,-1219.302,OK,-168.704,-75.603,-1194.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93949,1,OK,0.7354665,-0.2053558,-0.6363935,0.1091846,-31.652,-73.98,-1211.209,0.2610775,4,OK,-31.446,-74.051,-1211.37,OK,-80.578,-65.636,-1205.766,OK,-127.26,-35.551,-1211.636,OK,-166.891,-74.2,-1185.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93952,1,OK,0.7460586,-0.2047985,-0.6236137,0.1120714,-30.428,-73.529,-1206.275,0.2587693,4,OK,-30.227,-73.602,-1206.442,OK,-79.132,-65.047,-1199.203,OK,-125.895,-34.851,-1203.543,OK,-164.736,-73.362,-1176.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93955,1,OK,0.7577845,-0.206412,-0.6072042,0.120249,-28.808,-73.178,-1200.413,0.2658034,4,OK,-28.607,-73.256,-1200.587,OK,-77.173,-64.639,-1191.4,OK,-124.125,-34.538,-1194.101,OK,-161.749,-72.742,-1165.005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93958,1,OK,0.7688483,-0.2047401,-0.5917432,0.1295907,-27.238,-73.87,-1194.643,0.2568614,4,OK,-27.035,-73.953,-1194.819,OK,-75.268,-65.598,-1183.72,OK,-122.508,-35.837,-1184.716,OK,-158.59,-74.075,-1153.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93961,1,OK,0.7763054,-0.1998292,-0.5810503,0.1407083,-26.229,-76.006,-1190.288,0.2736136,4,OK,-26.021,-76.092,-1190.487,OK,-74.008,-68.464,-1177.895,OK,-121.789,-39.502,-1177.587,OK,-156.237,-78.144,-1145.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93964,1,OK,0.7809184,-0.1912299,-0.5749745,0.1516638,-25.75,-79.426,-1187.035,0.2833815,4,OK,-25.547,-79.514,-1187.261,OK,-73.406,-73.002,-1173.562,OK,-121.847,-45.159,-1172.247,OK,-154.665,-84.615,-1139.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93967,1,OK,0.7844826,-0.1832318,-0.5693555,0.1638518,-25.295,-82.993,-1184.223,0.2784484,4,OK,-25.087,-83.075,-1184.446,OK,-72.829,-77.736,-1169.823,OK,-121.91,-51.104,-1167.569,OK,-153.059,-91.297,-1133.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93970,1,OK,0.7907553,-0.1726791,-0.5614971,0.1720726,-24.261,-86.38,-1180.454,0.28699,4,OK,-24.041,-86.467,-1180.692,OK,-71.51,-82.163,-1164.779,OK,-121.03,-56.549,-1161.078,OK,-150.482,-97.584,-1126.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93973,1,OK,0.7966209,-0.1609581,-0.5537639,0.1811991,-23.036,-90.134,-1176.508,0.2859845,4,OK,-22.806,-90.215,-1176.753,OK,-69.947,-87.128,-1159.583,OK,-119.934,-62.663,-1154.398,OK,-147.532,-104.639,-1119.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93976,1,OK,0.8009093,-0.1516971,-0.5470663,0.1903962,-21.912,-93.394,-1173.345,0.2911776,4,OK,-21.683,-93.479,-1173.607,OK,-68.503,-91.435,-1155.371,OK,-118.881,-68.061,-1149.034,OK,-144.792,-110.722,-1114.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93979,1,OK,0.8028024,-0.1396332,-0.5448125,0.197965,-21.36,-97.527,-1171.464,0.2959482,4,OK,-21.121,-97.602,-1171.729,OK,-67.742,-96.878,-1152.901,OK,-118.598,-74.787,-1145.667,OK,-143.04,-118.422,-1110.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93982,1,OK,0.8024115,-0.128247,-0.5449947,0.2065653,-21.104,-101.915,-1170.468,0.2904701,4,OK,-20.874,-101.985,-1170.725,OK,-67.364,-102.651,-1151.634,OK,-118.748,-81.985,-1143.874,OK,-141.798,-126.55,-1109.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,93985,1,OK,0.8009396,-0.1133103,-0.5466725,0.2163463,-20.933,-107.551,-1169.888,0.2955541,4,OK,-20.686,-107.605,-1170.155,OK,-67.058,-110.077,-1150.871,OK,-119.057,-91.213,-1142.622,OK,-140.478,-136.995,-1108.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
