Tools,Port 2: NDI 8700340  s/n:34802401,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97510,1,OK,0.6995796,0.1713839,-0.655072,0.2282468,-12.105,-190.286,-1212.572,0.3586971,4,OK,-11.888,-190.116,-1212.854,OK,-53.982,-217.08,-1207.987,OK,-109.499,-223.418,-1205.831,OK,-111.97,-284.095,-1199.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97513,1,OK,0.6858992,0.165961,-0.6712255,0.2268382,-13.984,-189.287,-1218.657,0.3704256,4,OK,-13.767,-189.118,-1218.945,OK,-56.225,-215.753,-1216,OK,-111.842,-221.628,-1216.281,OK,-115.069,-282.321,-1210.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97516,1,OK,0.6725096,0.1602703,-0.6868479,0.2242415,-15.679,-188.119,-1224.7,0.3721623,4,OK,-15.433,-187.935,-1224.97,OK,-58.268,-214.162,-1223.994,OK,-113.866,-219.458,-1226.583,OK,-117.953,-280.149,-1221.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97519,1,OK,0.6593722,0.1534103,-0.7018143,0.2216986,-17.27,-186.566,-1230.485,0.3664486,4,OK,-17.018,-186.388,-1230.732,OK,-60.138,-212.092,-1231.66,OK,-115.659,-216.731,-1236.498,OK,-120.65,-277.398,-1232.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97522,1,OK,0.6476996,0.1412236,-0.7156751,0.2198869,-19.105,-183.984,-1235.557,0.3564383,4,OK,-18.833,-183.811,-1235.775,OK,-62.356,-208.712,-1238.372,OK,-117.736,-212.357,-1245.345,OK,-124.016,-272.895,-1241.053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97525,1,OK,0.6396902,0.1271475,-0.7270418,0.2145697,-21.244,-180.257,-1239.736,0.3725952,4,OK,-20.964,-180.091,-1239.971,OK,-65.037,-203.836,-1243.771,OK,-120.244,-206.026,-1252.494,OK,-128.277,-266.357,-1248.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97528,1,OK,0.6330283,0.1079656,-0.7369679,0.2109427,-23.544,-175.642,-1243.078,0.380947,4,OK,-23.272,-175.496,-1243.326,OK,-67.937,-197.857,-1248.088,OK,-122.894,-198.406,-1258.462,OK,-133.01,-258.377,-1253.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97531,1,OK,0.6281263,0.0886318,-0.7453403,0.2051086,-25.833,-170.536,-1245.933,0.351373,4,OK,-25.571,-170.401,-1246.148,OK,-70.841,-191.235,-1251.859,OK,-125.527,-189.941,-1263.528,OK,-137.889,-249.439,-1258.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97534,1,OK,0.6224287,0.071276,-0.7538079,0.1981818,-27.755,-165.616,-1249.122,0.356226,4,OK,-27.47,-165.482,-1249.325,OK,-73.263,-184.831,-1256.047,OK,-127.589,-181.784,-1269.09,OK,-142.088,-240.806,-1263.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97537,1,OK,0.6151028,0.0564292,-0.7632581,0.1894764,-29.285,-160.938,-1253.26,0.3444882,4,OK,-29.016,-160.81,-1253.44,OK,-75.168,-178.707,-1261.467,OK,-128.958,-173.972,-1275.94,OK,-145.509,-232.482,-1271.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97540,1,OK,0.6050121,0.0432065,-0.7740589,0.1814562,-30.305,-156.809,-1258.044,0.3441448,4,OK,-30.011,-156.685,-1258.204,OK,-76.361,-173.307,-1267.788,OK,-129.519,-167.087,-1284.002,OK,-147.802,-225.119,-1279.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97543,1,OK,0.5945489,0.0367548,-0.7845893,0.1719891,-30.698,-153.818,-1263.015,0.3412969,4,OK,-30.393,-153.69,-1263.146,OK,-76.714,-169.336,-1274.377,OK,-129.242,-161.938,-1292.086,OK,-148.731,-219.679,-1289.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97546,1,OK,0.5860584,0.0343677,-0.7931631,0.162008,-30.79,-151.447,-1267.379,0.3161597,4,OK,-30.492,-151.323,-1267.464,OK,-76.722,-166.159,-1280.141,OK,-128.708,-157.754,-1298.871,OK,-149.025,-215.279,-1297.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97549,1,OK,0.5799602,0.0307188,-0.7991871,0.1549272,-30.883,-149.32,-1270.391,0.3201783,4,OK,-30.586,-149.197,-1270.48,OK,-76.768,-163.333,-1284.075,OK,-128.295,-154.099,-1303.637,OK,-149.364,-211.38,-1302.969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97552,1,OK,0.576084,0.0223706,-0.8031167,0.1504339,-31.205,-146.747,-1272.368,0.3004299,4,OK,-30.91,-146.64,-1272.44,OK,-77.139,-159.975,-1286.656,OK,-128.275,-149.845,-1306.887,OK,-150.297,-206.739,-1306.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97555,1,OK,0.5723114,0.0102468,-0.8066862,0.1470107,-31.642,-143.578,-1274.08,0.3147692,4,OK,-31.339,-143.48,-1274.166,OK,-77.658,-155.871,-1288.87,OK,-128.29,-144.773,-1309.915,OK,-151.578,-201.126,-1309.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97558,1,OK,0.5673127,0.0016082,-0.8113435,0.1409802,-31.821,-140.58,-1276.489,0.306704,4,OK,-31.529,-140.493,-1276.58,OK,-77.832,-151.965,-1292.015,OK,-127.891,-139.841,-1313.851,OK,-152.265,-195.74,-1313.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97561,1,OK,0.5609905,-0.0082933,-0.8164654,0.1364005,-31.772,-137.704,-1279.33,0.2952821,4,OK,-31.49,-137.621,-1279.398,OK,-77.689,-148.228,-1295.736,OK,-127.075,-135.191,-1318.485,OK,-152.557,-190.606,-1318.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97564,1,OK,0.5544849,-0.0176545,-0.82146,0.1320538,-31.62,-135.018,-1282.058,0.284316,4,OK,-31.333,-134.932,-1282.092,OK,-77.396,-144.75,-1299.349,OK,-126.108,-130.845,-1323.001,OK,-152.6,-185.8,-1323.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97567,1,OK,0.5514696,-0.0257862,-0.8239526,0.1277438,-31.668,-132.479,-1283.539,0.2781462,4,OK,-31.382,-132.393,-1283.563,OK,-77.428,-141.456,-1301.288,OK,-125.667,-126.745,-1325.432,OK,-153.075,-181.21,-1326.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97570,1,OK,0.5541638,-0.0337181,-0.8223065,0.1248103,-32.207,-130.018,-1282.914,0.2772252,4,OK,-31.933,-129.94,-1282.948,OK,-78.187,-138.277,-1300.438,OK,-126.25,-122.856,-1324.445,OK,-154.603,-176.848,-1324.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97573,1,OK,0.5625875,-0.0474895,-0.815997,0.1240521,-33.377,-126.671,-1279.993,0.2887476,4,OK,-33.074,-126.597,-1280.039,OK,-79.872,-133.988,-1296.578,OK,-127.924,-117.666,-1320.017,OK,-157.664,-170.901,-1319.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97576,1,OK,0.5745438,-0.0670529,-0.8061694,0.1244758,-34.814,-122.09,-1275.698,0.2799603,4,OK,-34.515,-122.033,-1275.75,OK,-81.975,-128.133,-1290.926,OK,-129.997,-110.666,-1313.519,OK,-161.539,-162.768,-1310.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97579,1,OK,0.5873328,-0.0880197,-0.7954169,0.1208496,-36.034,-116.14,-1271.369,0.2971084,4,OK,-35.732,-116.085,-1271.443,OK,-83.804,-120.435,-1285.187,OK,-131.632,-101.36,-1306.833,OK,-165.319,-152.003,-1302.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97582,1,OK,0.5954423,-0.1033092,-0.7885531,0.1138406,-36.649,-110.691,-1268.833,0.2783761,4,OK,-36.348,-110.656,-1268.888,OK,-84.783,-113.363,-1281.904,OK,-132.217,-92.735,-1302.873,OK,-167.588,-142.114,-1297.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97585,1,OK,0.600149,-0.1149281,-0.7845014,0.1056895,-36.874,-106.033,-1267.431,0.3056544,4,OK,-36.572,-106.012,-1267.529,OK,-85.142,-107.262,-1280.04,OK,-132.145,-85.265,-1300.749,OK,-168.926,-133.539,-1294.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97588,1,OK,0.6035766,-0.1227192,-0.7816684,0.0981317,-36.904,-102.354,-1266.555,0.3146304,4,OK,-36.601,-102.335,-1266.662,OK,-85.249,-102.451,-1278.894,OK,-131.85,-79.347,-1299.299,OK,-169.703,-126.784,-1293.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97591,1,OK,0.6083372,-0.132403,-0.7772515,0.0909689,-36.901,-98.319,-1265.218,0.2883757,4,OK,-36.609,-98.31,-1265.295,OK,-85.353,-97.176,-1277.178,OK,-131.514,-72.863,-1297.092,OK,-170.509,-119.319,-1290.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97594,1,OK,0.6131706,-0.1449306,-0.7717932,0.0857446,-36.775,-94.03,-1263.731,0.2799147,4,OK,-36.486,-94.027,-1263.784,OK,-85.303,-91.598,-1275.247,OK,-130.951,-66.133,-1294.782,OK,-171.192,-111.43,-1287.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97597,1,OK,0.6196027,-0.1584292,-0.7644787,0.0810245,-36.568,-89.525,-1261.575,0.266072,4,OK,-36.289,-89.534,-1261.629,OK,-85.186,-85.744,-1272.385,OK,-130.335,-59.077,-1291.45,OK,-171.771,-103.101,-1283.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97600,1,OK,0.6274885,-0.1749222,-0.7547727,0.0773212,-36.209,-84.43,-1258.676,0.2717021,4,OK,-35.928,-84.448,-1258.736,OK,-84.874,-79.129,-1268.562,OK,-129.475,-51.187,-1287.101,OK,-172.228,-93.658,-1277.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97603,1,OK,0.6362578,-0.1907094,-0.7440396,0.0721874,-35.589,-79.084,-1255.485,0.2553871,4,OK,-35.314,-79.125,-1255.547,OK,-84.25,-72.165,-1264.34,OK,-128.268,-42.816,-1282.205,OK,-172.209,-83.678,-1271.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97606,1,OK,0.643073,-0.2014948,-0.736101,0.0633436,-34.796,-74.221,-1253.038,0.2509767,4,OK,-34.521,-74.277,-1253.105,OK,-83.361,-65.77,-1261.137,OK,-126.692,-35.03,-1278.317,OK,-171.705,-74.526,-1266.587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97609,1,OK,0.6487625,-0.2091235,-0.7298303,0.0521768,-33.855,-69.718,-1251.128,0.26526,4,OK,-33.589,-69.773,-1251.219,OK,-82.237,-59.798,-1258.595,OK,-124.837,-27.719,-1275.066,OK,-170.864,-65.957,-1263.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97612,1,OK,0.6541582,-0.2175171,-0.7232606,0.0407114,-32.703,-65.064,-1249.281,0.2683861,4,OK,-32.44,-65.122,-1249.37,OK,-80.833,-53.619,-1256.162,OK,-122.61,-20.151,-1271.918,OK,-169.66,-57.041,-1259.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97615,1,OK,0.6604541,-0.2261911,-0.7153799,0.0294861,-31.401,-60.312,-1246.635,0.2564576,4,OK,-31.133,-60.382,-1246.712,OK,-79.237,-47.342,-1252.786,OK,-120.175,-12.428,-1267.721,OK,-168.171,-47.967,-1255.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97618,1,OK,0.668011,-0.2332912,-0.7063473,0.0202471,-30.089,-56.193,-1243.677,0.2503073,4,OK,-29.825,-56.267,-1243.736,OK,-77.662,-41.903,-1248.912,OK,-117.911,-5.809,-1262.817,OK,-166.602,-40.116,-1249.652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97621,1,OK,0.6743695,-0.2360442,-0.6995492,0.0118275,-29.096,-53.434,-1240.966,0.2537051,4,OK,-28.828,-53.514,-1241.053,OK,-76.467,-38.218,-1245.329,OK,-116.225,-1.209,-1258.334,OK,-165.354,-34.777,-1244.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97624,1,OK,0.6801454,-0.2367455,-0.6937893,0.0032038,-28.198,-51.186,-1238.456,0.2565475,4,OK,-27.947,-51.275,-1238.564,OK,-75.368,-35.174,-1242.02,OK,-114.711,2.603,-1254.082,OK,-164.169,-30.384,-1240.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97627,1,OK,0.6836723,-0.2389614,-0.6895463,-0.0039363,-27.299,-49.068,-1236.912,0.2509002,4,OK,-27.057,-49.167,-1237.028,OK,-74.258,-32.323,-1239.982,OK,-113.112,6.14,-1251.453,OK,-162.942,-26.253,-1237.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97630,1,OK,0.6852202,-0.2411494,-0.6871434,-0.0124132,-26.37,-46.79,-1236.164,0.2526018,4,OK,-26.122,-46.894,-1236.273,OK,-73.063,-29.28,-1239.019,OK,-111.325,9.896,-1250.055,OK,-161.646,-21.834,-1236.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97633,1,OK,0.6869221,-0.2417106,-0.68488,-0.0255611,-25.145,-44.088,-1235.202,0.2486496,4,OK,-24.911,-44.2,-1235.322,OK,-71.478,-25.603,-1237.755,OK,-108.953,14.527,-1248.127,OK,-159.879,-16.456,-1235.271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97636,1,OK,0.6898037,-0.2452217,-0.6802408,-0.0361883,-23.686,-41.107,-1233.698,0.2634797,4,OK,-23.446,-41.213,-1233.841,OK,-69.629,-21.611,-1235.753,OK,-106.271,19.425,-1245.503,OK,-157.804,-10.58,-1232.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97639,1,OK,0.6944801,-0.2506815,-0.6731476,-0.0415743,-22.306,-38.601,-1231.448,0.2711315,4,OK,-22.077,-38.719,-1231.608,OK,-67.9,-18.27,-1232.79,OK,-103.956,23.445,-1241.958,OK,-155.818,-5.674,-1228.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97642,1,OK,0.6978792,-0.2585176,-0.6663986,-0.0452352,-20.815,-35.795,-1229.727,0.2792277,4,OK,-20.582,-35.925,-1229.897,OK,-66.027,-14.624,-1230.552,OK,-101.429,27.746,-1239.44,OK,-153.644,-0.359,-1225.245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97645,1,OK,0.699337,-0.2625198,-0.6627026,-0.0532575,-19.437,-33.288,-1228.796,0.2656865,4,OK,-19.207,-33.414,-1228.949,OK,-64.266,-11.29,-1229.368,OK,-98.893,31.774,-1237.837,OK,-151.58,4.543,-1223.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97648,1,OK,0.6997554,-0.2645335,-0.6603846,-0.0652425,-17.921,-30.71,-1228.158,0.2808232,4,OK,-17.69,-30.84,-1228.333,OK,-62.278,-7.79,-1228.494,OK,-95.991,36.1,-1236.497,OK,-149.289,9.762,-1222.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97651,1,OK,0.6997085,-0.27023,-0.6571775,-0.0741721,-16.218,-27.788,-1227.657,0.2711393,4,OK,-15.989,-27.924,-1227.815,OK,-60.064,-3.914,-1227.902,OK,-92.826,40.742,-1235.671,OK,-146.672,15.504,-1222.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97654,1,OK,0.7004373,-0.2738097,-0.6534842,-0.0858728,-14.374,-24.898,-1226.806,0.2888662,4,OK,-14.135,-25.035,-1226.986,OK,-57.661,-0.028,-1226.73,OK,-89.385,45.456,-1234.016,OK,-143.816,21.321,-1220.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97657,1,OK,0.702748,-0.2795918,-0.6472332,-0.0951992,-12.249,-21.856,-1225.151,0.2665434,4,OK,-12.033,-22,-1225.312,OK,-54.936,4.04,-1224.618,OK,-85.623,50.3,-1231.329,OK,-140.492,27.351,-1217.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97660,1,OK,0.7043275,-0.287971,-0.640622,-0.1029515,-9.879,-18.521,-1223.904,0.2647105,4,OK,-9.671,-18.67,-1224.067,OK,-51.893,8.434,-1222.992,OK,-81.465,55.471,-1229.432,OK,-136.774,33.884,-1215.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97663,1,OK,0.7045075,-0.2976242,-0.634617,-0.1111325,-7.316,-15.063,-1223.21,0.2613916,4,OK,-7.118,-15.22,-1223.372,OK,-48.572,13.031,-1222.101,OK,-76.892,60.854,-1228.451,OK,-132.673,40.799,-1213.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97666,1,OK,0.703227,-0.3029185,-0.6317357,-0.1209222,-5.248,-12.371,-1223.072,0.2632028,4,OK,-5.045,-12.534,-1223.233,OK,-45.866,16.641,-1221.92,OK,-73.091,65.114,-1228.091,OK,-129.335,46.261,-1213.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97669,1,OK,0.7020496,-0.3084816,-0.629076,-0.1273927,-3.541,-10.114,-1223.17,0.2563554,4,OK,-3.348,-10.275,-1223.318,OK,-43.623,19.624,-1222.044,OK,-69.968,68.576,-1228.184,OK,-126.561,50.742,-1213.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97672,1,OK,0.702529,-0.3129762,-0.6252061,-0.1327261,-1.958,-8.278,-1222.542,0.2525394,4,OK,-1.766,-8.444,-1222.678,OK,-41.573,22.081,-1221.237,OK,-67.185,71.424,-1227.159,OK,-123.991,54.455,-1212.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97675,1,OK,0.7044902,-0.317747,-0.6195578,-0.1373993,-0.213,-6.409,-1221.268,0.2523738,4,OK,-0.028,-6.57,-1221.411,OK,-39.337,24.552,-1219.552,OK,-64.22,74.306,-1225.174,OK,-121.17,58.192,-1210.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97678,1,OK,0.7072643,-0.3233883,-0.6117708,-0.1446849,2.185,-4.014,-1219.48,0.2347177,4,OK,2.356,-4.179,-1219.589,OK,-36.243,27.788,-1217.235,OK,-60.103,78.061,-1222.253,OK,-117.229,63.099,-1206.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97681,1,OK,0.7086829,-0.3289405,-0.605506,-0.1514239,4.444,-1.804,-1218.167,0.2313692,4,OK,4.608,-1.978,-1218.261,OK,-33.318,30.758,-1215.55,OK,-56.209,81.509,-1220.195,OK,-113.508,67.634,-1204.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97684,1,OK,0.7071741,-0.3323319,-0.6043893,-0.1554797,5.578,-0.512,-1218.423,0.2325692,4,OK,5.739,-0.689,-1218.51,OK,-31.82,32.468,-1215.908,OK,-54.152,83.461,-1220.607,OK,-111.626,70.235,-1204.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97687,1,OK,0.7036132,-0.3332992,-0.6071209,-0.1588845,5.906,0.118,-1219.622,0.2361093,4,OK,6.07,-0.061,-1219.722,OK,-31.346,33.295,-1217.473,OK,-53.354,84.405,-1222.453,OK,-111.053,71.488,-1207.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97690,1,OK,0.7015448,-0.3355564,-0.6076212,-0.1613482,6.531,0.896,-1220.233,0.231474,4,OK,6.698,0.709,-1220.31,OK,-30.513,34.319,-1218.334,OK,-52.164,85.571,-1223.448,OK,-110.014,73.047,-1208.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Port 2: NDI 8700340  s/n:34802401,97693,1,OK,0.7016519,-0.3429686,-0.6026543,-0.163905,8.403,2.746,-1219.843,0.2293154,4,OK,8.558,2.553,-1219.924,OK,-28.087,36.772,-1217.837,OK,-48.948,88.334,-1223.092,OK,-106.895,76.794,-1207.585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
