Tools,Port 2: NDI 8700340  s/n:34802401,Frame,Face,State,Q0,Qx,Qy,Qz,Tx,Ty,Tz,Error,Markers,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz,State,Tx,Ty,Tz
1,Port 2: NDI 8700340  s/n:34802401,110110,1,OK,0.8461853,-0.0674045,-0.4666750,0.2482773,-131.696,231.977,-1354.680,0.3474204,4,OK,-131.440,231.918,-1355.062,OK,-172.784,226.345,-1326.647,OK,-223.062,241.670,-1307.679,OK,-234.125,194.442,-1271.060
1,Port 2: NDI 8700340  s/n:34802401,110113,1,OK,0.8423131,-0.0618140,-0.4699447,0.2565923,-129.880,228.519,-1358.630,0.3516717,4,OK,-129.612,228.466,-1359.014,OK,-170.986,221.924,-1330.832,OK,-221.679,236.096,-1312.084,OK,-231.912,188.534,-1275.650
1,Port 2: NDI 8700340  s/n:34802401,110116,1,OK,0.8385648,-0.0559247,-0.4741971,0.2623331,-129.310,226.271,-1361.897,0.3574742,4,OK,-129.031,226.232,-1362.294,OK,-170.488,218.763,-1334.408,OK,-221.554,231.939,-1315.952,OK,-231.187,183.974,-1279.889
1,Port 2: NDI 8700340  s/n:34802401,110119,1,OK,0.8304067,-0.0589114,-0.4807140,0.2754420,-130.223,225.864,-1364.963,0.3337842,4,OK,-129.942,225.827,-1365.302,OK,-171.719,217.778,-1338.229,OK,-223.408,229.952,-1320.816,OK,-232.608,182.311,-1284.201
1,Port 2: NDI 8700340  s/n:34802401,110122,1,OK,0.8251957,-0.0609085,-0.4859319,0.2814470,-130.989,226.365,-1367.012,0.3600836,4,OK,-130.713,226.335,-1367.398,OK,-172.743,217.971,-1340.722,OK,-224.832,229.664,-1324.219,OK,-234.003,182.183,-1287.417
1,Port 2: NDI 8700340  s/n:34802401,110125,1,OK,0.8226005,-0.0639021,-0.4899046,0.2814933,-131.202,227.330,-1368.140,0.3727200,4,OK,-130.921,227.296,-1368.539,OK,-173.239,219.068,-1342.258,OK,-225.491,230.838,-1326.375,OK,-235.119,183.475,-1289.518
1,Port 2: NDI 8700340  s/n:34802401,110128,1,OK,0.8203373,-0.0654835,-0.4907267,0.2862619,-130.800,227.598,-1368.456,0.3665294,4,OK,-130.527,227.560,-1368.845,OK,-172.876,219.196,-1342.677,OK,-225.271,230.676,-1327.078,OK,-234.672,183.510,-1289.930
1,Port 2: NDI 8700340  s/n:34802401,110131,1,OK,0.8200031,-0.0671196,-0.4883548,0.2908600,-130.376,227.597,-1367.901,0.3710326,4,OK,-130.100,227.562,-1368.292,OK,-172.320,219.176,-1341.927,OK,-224.721,230.468,-1326.237,OK,-233.750,183.589,-1288.658
1,Port 2: NDI 8700340  s/n:34802401,110134,1,OK,0.8193546,-0.0666771,-0.4884576,0.2926114,-130.256,227.273,-1367.873,0.3722097,4,OK,-129.977,227.242,-1368.271,OK,-172.182,218.712,-1341.884,OK,-224.628,229.843,-1326.244,OK,-233.483,182.966,-1288.624
1,Port 2: NDI 8700340  s/n:34802401,110137,1,OK,0.8175359,-0.0699872,-0.4895301,0.2951222,-130.620,227.725,-1368.432,0.3720944,4,OK,-130.345,227.690,-1368.828,OK,-172.661,219.276,-1342.592,OK,-225.200,230.410,-1327.316,OK,-234.167,183.788,-1289.378
1,Port 2: NDI 8700340  s/n:34802401,110140,1,OK,0.8151560,-0.0746591,-0.4909606,0.2981685,-131.078,228.452,-1369.129,0.3743282,4,OK,-130.820,228.409,-1369.529,OK,-173.270,220.181,-1343.473,OK,-225.945,231.361,-1328.714,OK,-235.084,185.104,-1290.369
1,Port 2: NDI 8700340  s/n:34802401,110143,1,OK,0.8132094,-0.0791979,-0.4877531,0.3074330,-130.575,228.749,-1368.671,0.3877854,4,OK,-130.308,228.710,-1369.094,OK,-172.620,220.471,-1342.747,OK,-225.402,231.336,-1328.116,OK,-233.934,185.719,-1288.908
1,Port 2: NDI 8700340  s/n:34802401,110146,1,OK,0.8111989,-0.0804543,-0.4771331,0.3283710,-128.114,227.369,-1365.882,0.3902508,4,OK,-127.864,227.319,-1366.313,OK,-169.413,218.516,-1338.936,OK,-222.257,228.114,-1323.698,OK,-228.600,183.420,-1283.034
1,Port 2: NDI 8700340  s/n:34802401,110149,1,OK,0.8119994,-0.0687345,-0.4615088,0.3506309,-123.589,223.079,-1361.252,0.4342969,4,OK,-123.288,223.058,-1361.762,OK,-163.444,212.762,-1332.618,OK,-216.060,220.240,-1315.567,OK,-218.907,175.831,-1274.158
1,Port 2: NDI 8700340  s/n:34802401,110152,1,OK,0.8099433,-0.0520135,-0.4509194,0.3714270,-119.264,217.128,-1357.795,0.4307136,4,OK,-118.953,217.119,-1358.300,OK,-157.675,204.880,-1328.042,OK,-210.119,209.752,-1309.328,OK,-209.495,165.309,-1267.949
1,Port 2: NDI 8700340  s/n:34802401,110155,1,OK,0.8041241,-0.0351533,-0.4486316,0.3884306,-116.457,210.669,-1356.701,0.4326707,4,OK,-116.126,210.691,-1357.218,OK,-153.878,196.352,-1326.608,OK,-206.236,198.608,-1307.188,OK,-203.002,153.809,-1266.217
1,Port 2: NDI 8700340  s/n:34802401,110158,1,OK,0.7982587,-0.0164689,-0.4529746,0.3966431,-114.937,203.999,-1357.430,0.4391326,4,OK,-114.593,204.055,-1357.944,OK,-151.735,187.615,-1327.653,OK,-204.088,187.518,-1307.987,OK,-199.163,141.889,-1268.246
1,Port 2: NDI 8700340  s/n:34802401,110161,1,OK,0.7896499,-0.0020749,-0.4621193,0.4036018,-114.691,197.996,-1359.742,0.4418555,4,OK,-114.322,198.096,-1360.246,OK,-151.268,179.761,-1330.812,OK,-203.784,177.563,-1311.676,OK,-197.867,131.185,-1272.962
1,Port 2: NDI 8700340  s/n:34802401,110164,1,OK,0.7792354,0.0099054,-0.4759996,0.4075763,-115.571,192.467,-1363.426,0.4377277,4,OK,-115.225,192.564,-1363.916,OK,-152.267,172.557,-1335.769,OK,-205.101,168.489,-1317.910,OK,-198.811,121.274,-1280.311
1,Port 2: NDI 8700340  s/n:34802401,110167,1,OK,0.7661185,0.0156311,-0.4981912,0.4057384,-118.894,188.238,-1369.872,0.4114230,4,OK,-118.565,188.340,-1370.298,OK,-156.457,167.085,-1344.436,OK,-209.894,161.834,-1328.904,OK,-204.600,113.651,-1292.460
1,Port 2: NDI 8700340  s/n:34802401,110170,1,OK,0.7500153,0.0128359,-0.5257260,0.4011539,-123.936,185.959,-1378.226,0.4556867,4,OK,-123.650,186.083,-1378.711,OK,-162.869,164.115,-1355.424,OK,-217.107,158.448,-1343.477,OK,-213.936,109.491,-1307.927
1,Port 2: NDI 8700340  s/n:34802401,110173,1,OK,0.7326965,0.0004539,-0.5552553,0.3935063,-130.303,186.376,-1388.147,0.4036558,4,OK,-130.035,186.473,-1388.511,OK,-170.995,164.758,-1368.692,OK,-225.964,159.503,-1360.569,OK,-226.011,110.037,-1325.554
1,Port 2: NDI 8700340  s/n:34802401,110176,1,OK,0.7197426,-0.0157588,-0.5807248,0.3801065,-136.294,189.268,-1397.251,0.4417494,4,OK,-136.047,189.358,-1397.640,OK,-178.718,168.606,-1380.640,OK,-234.163,164.753,-1376.203,OK,-237.909,114.998,-1341.891
1,Port 2: NDI 8700340  s/n:34802401,110179,1,OK,0.7132516,-0.0360766,-0.5967884,0.3658064,-141.183,194.742,-1403.432,0.4178355,4,OK,-140.962,194.814,-1403.786,OK,-185.093,175.760,-1388.845,OK,-240.762,174.095,-1386.984,OK,-248.064,124.530,-1352.865
1,Port 2: NDI 8700340  s/n:34802401,110182,1,OK,0.7142717,-0.0599286,-0.6031459,0.3499136,-145.134,202.686,-1406.888,0.4593981,4,OK,-144.924,202.770,-1407.297,OK,-190.321,186.117,-1393.209,OK,-245.990,187.343,-1392.916,OK,-256.815,138.613,-1358.537
1,Port 2: NDI 8700340  s/n:34802401,110185,1,OK,0.7190241,-0.0908742,-0.6007971,0.3373263,-148.129,212.849,-1407.981,0.4190330,4,OK,-147.913,212.893,-1408.311,OK,-194.418,199.407,-1394.624,OK,-249.867,203.888,-1395.049,OK,-264.022,156.933,-1359.394
1,Port 2: NDI 8700340  s/n:34802401,110188,1,OK,0.7305198,-0.1241554,-0.5869660,0.3261859,-149.217,224.968,-1405.295,0.4077303,4,OK,-149.028,224.981,-1405.657,OK,-196.114,215.171,-1390.947,OK,-251.211,223.376,-1391.250,OK,-268.007,178.910,-1353.494
1,Port 2: NDI 8700340  s/n:34802401,110191,1,OK,0.7500649,-0.1507687,-0.5633546,0.3119344,-147.936,237.286,-1399.240,0.3776428,4,OK,-147.761,237.254,-1399.569,OK,-194.857,231.314,-1382.955,OK,-249.209,243.418,-1381.553,OK,-267.578,201.449,-1341.738
1,Port 2: NDI 8700340  s/n:34802401,110194,1,OK,0.7702548,-0.1729907,-0.5364376,0.2983561,-144.992,248.705,-1392.424,0.4147911,4,OK,-144.820,248.647,-1392.820,OK,-191.388,246.319,-1373.807,OK,-244.772,262.055,-1370.476,OK,-263.926,222.524,-1328.679
1,Port 2: NDI 8700340  s/n:34802401,110197,1,OK,0.7882472,-0.1919976,-0.5080582,0.2892751,-140.823,258.596,-1385.587,0.4083103,4,OK,-140.685,258.492,-1385.992,OK,-186.332,259.342,-1364.651,OK,-238.549,278.151,-1359.387,OK,-257.655,240.893,-1315.459
1,Port 2: NDI 8700340  s/n:34802401,110200,1,OK,0.8060917,-0.1995616,-0.4748127,0.2914521,-135.035,264.456,-1377.054,0.4348789,4,OK,-134.898,264.343,-1377.516,OK,-179.004,267.004,-1353.094,OK,-230.236,287.440,-1344.971,OK,-247.320,251.849,-1298.839
1,Port 2: NDI 8700340  s/n:34802401,110203,1,OK,0.8231798,-0.1924302,-0.4385602,0.3049762,-127.482,265.232,-1366.431,0.4354430,4,OK,-127.336,265.103,-1366.915,OK,-169.351,267.994,-1338.858,OK,-219.783,288.426,-1326.825,OK,-232.688,253.458,-1278.864
1,Port 2: NDI 8700340  s/n:34802401,110206,1,OK,0.8362442,-0.1730753,-0.4057840,0.3256991,-119.462,261.516,-1356.198,0.4058543,4,OK,-119.302,261.369,-1356.660,OK,-158.940,263.085,-1325.223,OK,-208.759,282.024,-1308.867,OK,-216.397,246.752,-1259.974
1,Port 2: NDI 8700340  s/n:34802401,110209,1,OK,0.8434430,-0.1447659,-0.3887673,0.3413308,-113.649,254.248,-1349.253,0.3816152,4,OK,-113.470,254.101,-1349.696,OK,-151.304,253.508,-1316.094,OK,-200.757,270.070,-1296.305,OK,-204.137,233.273,-1248.010
1,Port 2: NDI 8700340  s/n:34802401,110212,1,OK,0.8423566,-0.1171181,-0.3903250,0.3526543,-111.650,245.152,-1346.991,0.3686632,4,OK,-111.445,245.041,-1347.441,OK,-148.587,241.558,-1313.282,OK,-198.294,255.287,-1291.939,OK,-199.230,216.497,-1244.963
1,Port 2: NDI 8700340  s/n:34802401,110215,1,OK,0.8362281,-0.0860066,-0.4021703,0.3627458,-111.679,234.007,-1347.508,0.3984637,4,OK,-111.419,233.933,-1347.991,OK,-148.372,226.904,-1314.108,OK,-198.702,237.038,-1292.061,OK,-197.702,195.996,-1247.282
1,Port 2: NDI 8700340  s/n:34802401,110218,1,OK,0.8275482,-0.0569134,-0.4133543,0.3755837,-111.132,223.058,-1348.598,0.4288571,4,OK,-110.855,223.023,-1349.130,OK,-147.416,212.520,-1315.626,OK,-198.281,218.974,-1293.381,OK,-195.139,176.067,-1250.491
1,Port 2: NDI 8700340  s/n:34802401,110221,1,OK,0.8193097,-0.0315121,-0.4211688,0.3877568,-109.893,213.700,-1349.623,0.4334881,4,OK,-109.565,213.698,-1350.151,OK,-145.603,200.233,-1317.124,OK,-196.676,203.373,-1294.574,OK,-191.384,159.126,-1253.316
1,Port 2: NDI 8700340  s/n:34802401,110224,1,OK,0.8109546,-0.0144929,-0.4325816,0.3937205,-110.188,206.805,-1352.030,0.4242555,4,OK,-109.848,206.835,-1352.541,OK,-145.828,191.219,-1320.454,OK,-197.241,192.069,-1298.429,OK,-191.045,146.714,-1258.477
1,Port 2: NDI 8700340  s/n:34802401,110227,1,OK,0.8017496,-0.0073294,-0.4494146,0.3939167,-112.941,202.580,-1356.451,0.4585374,4,OK,-112.567,202.657,-1356.998,OK,-149.252,185.728,-1326.322,OK,-201.294,185.294,-1305.828,OK,-195.679,139.081,-1266.812
1,Port 2: NDI 8700340  s/n:34802401,110230,1,OK,0.7892830,-0.0091576,-0.4734973,0.3908308,-118.031,200.295,-1363.094,0.4415328,4,OK,-117.666,200.381,-1363.592,OK,-155.756,182.776,-1335.217,OK,-208.751,181.778,-1317.398,OK,-205.012,134.883,-1279.010
1,Port 2: NDI 8700340  s/n:34802401,110233,1,OK,0.7756574,-0.0123701,-0.4999126,0.3850844,-123.564,198.474,-1370.900,0.4246196,4,OK,-123.209,198.561,-1371.338,OK,-162.833,180.458,-1345.642,OK,-216.696,179.139,-1330.856,OK,-215.256,131.479,-1293.300
1,Port 2: NDI 8700340  s/n:34802401,110236,1,OK,0.7619122,-0.0160419,-0.5248755,0.3791281,-128.365,197.059,-1378.426,0.4832464,4,OK,-128.064,197.161,-1378.947,OK,-168.972,178.600,-1355.498,OK,-223.556,177.146,-1344.014,OK,-224.284,128.868,-1307.422
1,Port 2: NDI 8700340  s/n:34802401,110239,1,OK,0.7490542,-0.0211325,-0.5495435,0.3694227,-133.208,196.664,-1386.580,0.4175788,4,OK,-132.925,196.741,-1386.962,OK,-175.172,178.230,-1366.527,OK,-230.262,177.012,-1357.866,OK,-233.559,127.981,-1322.356
1,Port 2: NDI 8700340  s/n:34802401,110242,1,OK,0.7382373,-0.0289486,-0.5712855,0.3574920,-137.629,197.740,-1394.078,0.3972444,4,OK,-137.394,197.788,-1394.410,OK,-180.850,179.750,-1376.524,OK,-236.304,179.357,-1370.654,OK,-242.262,129.834,-1336.230
1,Port 2: NDI 8700340  s/n:34802401,110245,1,OK,0.7305058,-0.0376268,-0.5915164,0.3391960,-141.937,200.600,-1401.313,0.4166937,4,OK,-141.707,200.673,-1401.668,OK,-186.451,183.542,-1386.106,OK,-242.041,184.756,-1382.849,OK,-251.124,134.730,-1349.875
1,Port 2: NDI 8700340  s/n:34802401,110248,1,OK,0.7262137,-0.0452446,-0.6090002,0.3157299,-145.715,204.573,-1407.756,0.3668322,4,OK,-145.511,204.629,-1408.050,OK,-191.383,188.882,-1394.770,OK,-246.971,192.259,-1393.493,OK,-259.226,141.651,-1362.280
1,Port 2: NDI 8700340  s/n:34802401,110251,1,OK,0.7247336,-0.0504151,-0.6242469,0.2872897,-148.996,209.317,-1413.610,0.3375556,4,OK,-148.790,209.368,-1413.827,OK,-195.701,195.296,-1402.666,OK,-251.065,201.164,-1402.738,OK,-266.561,150.044,-1373.777
1,Port 2: NDI 8700340  s/n:34802401,110254,1,OK,0.7264281,-0.0516436,-0.6368057,0.2532069,-151.495,214.602,-1417.862,0.3309025,4,OK,-151.282,214.652,-1418.069,OK,-199.070,202.469,-1408.504,OK,-254.071,211.161,-1409.336,OK,-272.690,159.600,-1383.208
1,Port 2: NDI 8700340  s/n:34802401,110257,1,OK,0.7307858,-0.0506056,-0.6442828,0.2197518,-153.214,219.940,-1420.434,0.2904834,4,OK,-153.013,219.984,-1420.574,OK,-201.411,209.704,-1412.111,OK,-255.892,221.163,-1412.810,OK,-277.252,169.284,-1389.307
1,Port 2: NDI 8700340  s/n:34802401,110260,1,OK,0.7380684,-0.0437779,-0.6474464,0.1848019,-154.078,224.444,-1421.070,0.2725866,4,OK,-153.869,224.485,-1421.217,OK,-202.648,215.913,-1413.059,OK,-256.593,229.910,-1412.846,OK,-280.193,177.684,-1392.187
1,Port 2: NDI 8700340  s/n:34802401,110263,1,OK,0.7475423,-0.0377417,-0.6444207,0.1564548,-154.094,228.317,-1419.355,0.2602053,4,OK,-153.855,228.350,-1419.444,OK,-202.834,221.256,-1411.002,OK,-256.210,237.247,-1409.096,OK,-281.431,185.029,-1390.398
1,Port 2: NDI 8700340  s/n:34802401,110266,1,OK,0.7565808,-0.0265169,-0.6409813,0.1265908,-153.771,230.979,-1417.343,0.2557611,4,OK,-153.528,231.010,-1417.490,OK,-202.552,225.040,-1408.366,OK,-255.371,242.715,-1404.704,OK,-281.970,190.337,-1388.401
1,Port 2: NDI 8700340  s/n:34802401,110269,1,OK,0.7641214,-0.0176956,-0.6368360,0.1012190,-153.365,233.328,-1415.401,0.2529732,4,OK,-153.110,233.350,-1415.537,OK,-202.147,228.400,-1405.876,OK,-254.377,247.404,-1400.465,OK,-282.222,195.122,-1386.073
1,Port 2: NDI 8700340  s/n:34802401,110272,1,OK,0.7732717,-0.0074244,-0.6294106,0.0764068,-152.521,235.229,-1412.297,0.2759455,4,OK,-152.266,235.270,-1412.500,OK,-201.171,231.115,-1401.694,OK,-252.746,251.263,-1394.249,OK,-281.648,199.129,-1381.585
1,Port 2: NDI 8700340  s/n:34802401,110275,1,OK,0.7874377,0.0051995,-0.6141278,0.0525542,-150.504,236.250,-1406.403,0.2710684,4,OK,-150.230,236.286,-1406.594,OK,-198.753,232.733,-1393.941,OK,-249.466,253.642,-1383.260,OK,-279.057,201.610,-1371.809
1,Port 2: NDI 8700340  s/n:34802401,110278,1,OK,0.8028330,0.0189688,-0.5949201,0.0341983,-147.655,235.740,-1399.297,0.2973309,4,OK,-147.374,235.784,-1399.547,OK,-195.237,232.274,-1384.479,OK,-245.093,253.378,-1370.434,OK,-274.791,201.247,-1359.673
1,Port 2: NDI 8700340  s/n:34802401,110281,1,OK,0.8164744,0.0337806,-0.5759642,0.0222200,-144.479,233.601,-1392.665,0.3178656,4,OK,-144.201,233.663,-1392.954,OK,-191.278,229.624,-1375.675,OK,-240.393,250.283,-1358.525,OK,-269.664,197.818,-1348.245
1,Port 2: NDI 8700340  s/n:34802401,110284,1,OK,0.8299015,0.0508198,-0.5553454,0.0165066,-140.802,229.676,-1386.213,0.3626351,4,OK,-140.506,229.762,-1386.582,OK,-186.649,224.564,-1366.945,OK,-235.065,244.129,-1346.792,OK,-263.214,190.985,-1336.800
1,Port 2: NDI 8700340  s/n:34802401,110287,1,OK,0.8393631,0.0660970,-0.5393524,0.0141360,-137.502,225.505,-1381.342,0.3908239,4,OK,-137.203,225.601,-1381.758,OK,-182.508,219.208,-1360.454,OK,-230.413,237.523,-1338.032,OK,-257.399,183.718,-1328.426
1,Port 2: NDI 8700340  s/n:34802401,110290,1,OK,0.8479105,0.0821884,-0.5234748,0.0163396,-134.006,220.490,-1377.016,0.4597982,4,OK,-133.702,220.620,-1377.528,OK,-178.064,212.645,-1354.555,OK,-225.548,229.371,-1330.160,OK,-250.943,174.728,-1320.865
1,Port 2: NDI 8700340  s/n:34802401,110293,1,OK,0.8536971,0.0996891,-0.5107474,0.0200122,-130.905,214.835,-1374.105,0.4373160,4,OK,-130.579,214.982,-1374.592,OK,-174.123,205.296,-1350.729,OK,-221.305,220.121,-1324.544,OK,-245.009,164.608,-1315.913
1,Port 2: NDI 8700340  s/n:34802401,110296,1,OK,0.8551233,0.1192786,-0.5039200,0.0245222,-128.868,208.695,-1373.521,0.4607704,4,OK,-128.540,208.876,-1374.037,OK,-171.482,197.225,-1349.840,OK,-218.722,209.945,-1322.698,OK,-240.682,153.553,-1315.360
1,Port 2: NDI 8700340  s/n:34802401,110299,1,OK,0.8517461,0.1404997,-0.5038675,0.0300986,-127.855,201.913,-1375.204,0.4815829,4,OK,-127.539,202.124,-1375.739,OK,-170.148,188.382,-1352.027,OK,-217.861,198.781,-1324.745,OK,-238.087,141.510,-1319.269
1,Port 2: NDI 8700340  s/n:34802401,110302,1,OK,0.8455625,0.1616833,-0.5072782,0.0393883,-127.369,194.885,-1378.378,0.4672442,4,OK,-127.037,195.109,-1378.887,OK,-169.438,179.181,-1356.224,OK,-217.855,187.015,-1329.268,OK,-236.009,128.919,-1325.713
1,Port 2: NDI 8700340  s/n:34802401,110305,1,OK,0.8366921,0.1800330,-0.5148312,0.0498321,-127.403,188.541,-1382.515,0.4525906,4,OK,-127.118,188.777,-1382.991,OK,-169.373,170.883,-1361.761,OK,-218.656,176.386,-1335.813,OK,-234.881,117.636,-1334.049
1,Port 2: NDI 8700340  s/n:34802401,110308,1,OK,0.8234229,0.1910657,-0.5310517,0.0587603,-129.400,184.630,-1388.882,0.4424604,4,OK,-129.117,184.874,-1389.329,OK,-171.810,165.750,-1370.240,OK,-222.266,169.765,-1346.348,OK,-237.259,110.668,-1346.170
1,Port 2: NDI 8700340  s/n:34802401,110311,1,OK,0.8055027,0.1920129,-0.5567651,0.0656428,-133.604,183.830,-1397.604,0.4357879,4,OK,-133.323,184.076,-1398.020,OK,-177.000,164.682,-1381.795,OK,-228.916,168.366,-1361.151,OK,-243.626,109.204,-1362.160
1,Port 2: NDI 8700340  s/n:34802401,110314,1,OK,0.7878421,0.1853148,-0.5831065,0.0703568,-137.940,185.257,-1405.983,0.4380232,4,OK,-137.683,185.481,-1406.389,OK,-182.393,166.544,-1392.876,OK,-235.504,170.731,-1375.712,OK,-250.606,111.670,-1377.336
1,Port 2: NDI 8700340  s/n:34802401,110317,1,OK,0.7754654,0.1749600,-0.6025611,0.0704453,-141.432,188.120,-1411.925,0.4433409,4,OK,-141.170,188.326,-1412.329,OK,-186.768,170.311,-1400.722,OK,-240.523,175.547,-1386.123,OK,-256.584,116.765,-1387.930
1,Port 2: NDI 8700340  s/n:34802401,110320,1,OK,0.7680153,0.1578551,-0.6165192,0.0716830,-144.261,192.496,-1415.399,0.4215283,4,OK,-144.000,192.682,-1415.774,OK,-190.343,175.971,-1405.357,OK,-244.397,182.736,-1392.667,OK,-261.748,124.301,-1393.654
1,Port 2: NDI 8700340  s/n:34802401,110323,1,OK,0.7649402,0.1368519,-0.6255265,0.0696745,-146.764,198.320,-1416.930,0.4240485,4,OK,-146.513,198.486,-1417.309,OK,-193.532,183.526,-1407.372,OK,-247.558,192.319,-1396.001,OK,-266.759,134.438,-1395.746
1,Port 2: NDI 8700340  s/n:34802401,110326,1,OK,0.7623930,0.1127192,-0.6339647,0.0643430,-149.325,205.484,-1418.485,0.3920539,4,OK,-149.055,205.619,-1418.829,OK,-196.841,192.858,-1409.441,OK,-250.633,204.118,-1399.257,OK,-272.138,147.106,-1397.743
